"","order","family","genus","n1","n0","N","K","mean","lower","upper","p_mean","p_lower","p_upper"
"1","Acorales","Acoraceae","Acorus",0,2,2,2,0,0,0,0,0,0
"2","Alismatales","Araceae","Aglaodorum",0,1,1,1,0,0,0,0,0,0
"3","Alismatales","Araceae","Aglaonema",0,21,22,21,0,0,0,0,0,0
"4","Alismatales","Alismataceae","Albidella",0,0,1,0,0.086,0,1,0.086,0,1
"5","Alismatales","Alismataceae","Alisma",0,8,11,8,0,0,0,0,0,0
"6","Alismatales","Araceae","Alloschemone",2,0,2,2,2,2,2,1,1,1
"7","Alismatales","Araceae","Alocasia",0,74,80,74,0,0,0,0,0,0
"8","Alismatales","Potamogetonaceae","Althenia",0,2,2,2,0,0,0,0,0,0
"9","Alismatales","Araceae","Ambrosina",0,1,1,1,0,0,0,0,0,0
"10","Alismatales","Araceae","Amorphophallus",0,191,198,191,0,0,0,0,0,0
"11","Alismatales","Cymodoceaceae","Amphibolis",0,0,2,0,0.174,0,2,0.087,0,1
"12","Alismatales","Araceae","Amydrium",5,0,5,5,5,5,5,1,1,1
"13","Alismatales","Araceae","Anadendrum",5,7,12,12,5,5,5,0.416666666666667,0.416666666666667,0.416666666666667
"14","Alismatales","Araceae","Anaphyllopsis",0,3,3,3,0,0,0,0,0,0
"15","Alismatales","Araceae","Anaphyllum",0,2,2,2,0,0,0,0,0,0
"16","Alismatales","Araceae","Anchomanes",0,6,6,6,0,0,0,0,0,0
"17","Alismatales","Araceae","Anthurium",3,655,926,658,3,3,3,0.00323974082073434,0.00323974082073434,0.00323974082073434
"18","Alismatales","Araceae","Anubias",0,8,8,8,0,0,0,0,0,0
"19","Alismatales","Araceae","Apoballis",0,12,12,12,0,0,0,0,0,0
"20","Alismatales","Aponogetonaceae","Aponogeton",0,55,57,55,0,0,0,0,0,0
"21","Alismatales","Hydrocharitaceae","Appertiella",0,1,1,1,0,0,0,0,0,0
"22","Alismatales","Araceae","Aridarum",0,9,10,9,0,0,0,0,0,0
"23","Alismatales","Araceae","Ariopsis",0,2,2,2,0,0,0,0,0,0
"24","Alismatales","Araceae","Arisaema",0,177,180,177,0,0,0,0,0,0
"25","Alismatales","Araceae","Arisarum",0,4,4,4,0,0,0,0,0,0
"26","Alismatales","Araceae","Arophyton",0,7,7,7,0,0,0,0,0,0
"27","Alismatales","Araceae","Arum",0,29,30,29,0,0,0,0,0,0
"28","Alismatales","Araceae","Asterostigma",0,8,8,8,0,0,0,0,0,0
"29","Alismatales","Alismataceae","Astonia",0,0,1,0,0.114,0,1,0.114,0,1
"30","Alismatales","Araceae","Bakoa",0,2,2,2,0,0,0,0,0,0
"31","Alismatales","Alismataceae","Baldellia",0,1,3,1,0,0,0,0,0,0
"32","Alismatales","Araceae","Biarum",0,21,21,21,0,0,0,0,0,0
"33","Alismatales","Hydrocharitaceae","Blyxa",0,10,12,10,0,0,0,0,0,0
"34","Alismatales","Araceae","Bognera",0,1,1,1,0,0,0,0,0,0
"35","Alismatales","Araceae","Bucephalandra",0,2,2,2,0,0,0,0,0,0
"36","Alismatales","Alismataceae","Burnatia",0,1,1,1,0,0,0,0,0,0
"37","Alismatales","Alismataceae","Butomopsis",0,0,1,0,0.108,0,1,0.108,0,1
"38","Alismatales","Butomaceae","Butomus",0,1,2,1,0,0,0,0,0,0
"39","Alismatales","Araceae","Caladium",0,13,14,13,0,0,0,0,0,0
"40","Alismatales","Alismataceae","Caldesia",0,2,5,2,0,0,0,0,0,0
"41","Alismatales","Araceae","Calla",0,1,1,1,0,0,0,0,0,0
"42","Alismatales","Araceae","Callopsis",0,1,1,1,0,0,0,0,0,0
"43","Alismatales","Araceae","Carlephyton",0,3,3,3,0,0,0,0,0,0
"44","Alismatales","Araceae","Cercestis",8,0,10,8,10,10,10,1,1,1
"45","Alismatales","Araceae","Chlorospatha",0,28,28,28,0,0,0,0,0,0
"46","Alismatales","Araceae","Colletogyne",0,1,1,1,0,0,0,0,0,0
"47","Alismatales","Araceae","Colocasia",0,8,8,8,0,0,0,0,0,0
"48","Alismatales","Araceae","Croatiella",0,1,1,1,0,0,0,0,0,0
"49","Alismatales","Araceae","Cryptocoryne",0,54,63,54,0,0,0,0,0,0
"50","Alismatales","Araceae","Culcasia",22,2,28,24,26,26,26,0.928571428571429,0.928571428571429,0.928571428571429
"51","Alismatales","Juncaginaceae","Cycnogeton",0,2,8,2,0,0,0,0,0,0
"52","Alismatales","Cymodoceaceae","Cymodocea",0,4,4,4,0,0,0,0,0,0
"53","Alismatales","Araceae","Cyrtosperma",0,12,12,12,0,0,0,0,0,0
"54","Alismatales","Alismataceae","Damasonium",0,4,6,4,0,0,0,0,0,0
"55","Alismatales","Araceae","Dieffenbachia",0,55,68,55,0,0,0,0,0,0
"56","Alismatales","Araceae","Dracontioides",0,2,2,2,0,0,0,0,0,0
"57","Alismatales","Araceae","Dracontium",0,23,24,23,0,0,0,0,0,0
"58","Alismatales","Araceae","Dracunculus",0,2,2,2,0,0,0,0,0,0
"59","Alismatales","Alismataceae","Echinodorus",0,13,30,13,0,0,0,0,0,0
"60","Alismatales","Hydrocharitaceae","Egeria",0,3,3,3,0,0,0,0,0,0
"61","Alismatales","Hydrocharitaceae","Elodea",0,6,6,6,0,0,0,0,0,0
"62","Alismatales","Araceae","Eminium",0,9,9,9,0,0,0,0,0,0
"63","Alismatales","Hydrocharitaceae","Enhalus",0,1,1,1,0,0,0,0,0,0
"64","Alismatales","Araceae","Epipremnum",15,0,15,15,15,15,15,1,1,1
"65","Alismatales","Araceae","Filarum",0,1,1,1,0,0,0,0,0,0
"66","Alismatales","Araceae","Furtadoa",0,2,2,2,0,0,0,0,0,0
"67","Alismatales","Araceae","Gearum",0,1,1,1,0,0,0,0,0,0
"68","Alismatales","Araceae","Gonatopus",0,5,5,5,0,0,0,0,0,0
"69","Alismatales","Araceae","Gorgonidium",0,8,8,8,0,0,0,0,0,0
"70","Alismatales","Potamogetonaceae","Groenlandia",0,1,1,1,0,0,0,0,0,0
"71","Alismatales","Araceae","Gymnostachys",0,1,1,1,0,0,0,0,0,0
"72","Alismatales","Cymodoceaceae","Halodule",0,6,6,6,0,0,0,0,0,0
"73","Alismatales","Hydrocharitaceae","Halophila",0,19,20,19,0,0,0,0,0,0
"74","Alismatales","Araceae","Hapaline",0,8,8,8,0,0,0,0,0,0
"75","Alismatales","Alismataceae","Helanthium",0,2,3,2,0,0,0,0,0,0
"76","Alismatales","Araceae","Helicodiceros",0,1,1,1,0,0,0,0,0,0
"77","Alismatales","Araceae","Hestia",0,1,1,1,0,0,0,0,0,0
"78","Alismatales","Araceae","Heteropsis",15,0,17,15,17,17,17,1,1,1
"79","Alismatales","Zosteraceae","Heterozostera",0,0,1,0,0.12,0,1,0.12,0,1
"80","Alismatales","Araceae","Holochlamys",0,1,1,1,0,0,0,0,0,0
"81","Alismatales","Araceae","Homalomena",0,104,124,104,0,0,0,0,0,0
"82","Alismatales","Hydrocharitaceae","Hydrilla",0,1,1,1,0,0,0,0,0,0
"83","Alismatales","Hydrocharitaceae","Hydrocharis",0,2,3,2,0,0,0,0,0,0
"84","Alismatales","Alismataceae","Hydrocleys",0,1,5,1,0,0,0,0,0,0
"85","Alismatales","Araceae","Incarum",0,1,1,1,0,0,0,0,0,0
"86","Alismatales","Tofieldiaceae","Isidrogalvia",0,1,11,1,0,0,0,0,0,0
"87","Alismatales","Araceae","Jasarum",0,0,1,0,0.098,0,1,0.098,0,1
"88","Alismatales","Hydrocharitaceae","Lagarosiphon",0,9,9,9,0,0,0,0,0,0
"89","Alismatales","Araceae","Lagenandra",0,7,15,7,0,0,0,0,0,0
"90","Alismatales","Araceae","Lasia",0,2,14,2,0,0,0,0,0,0
"91","Alismatales","Araceae","Lasimorpha",0,1,1,1,0,0,0,0,0,0
"92","Alismatales","Araceae","Lemna",0,10,14,10,0,0,0,0,0,0
"93","Alismatales","Potamogetonaceae","Lepilaena",0,6,6,6,0,0,0,0,0,0
"94","Alismatales","Hydrocharitaceae","Limnobium",0,2,19,2,0,0,0,0,0,0
"95","Alismatales","Alismataceae","Limnocharis",0,2,2,2,0,0,0,0,0,0
"96","Alismatales","Alismataceae","Limnophyton",0,1,3,1,0,0,0,0,0,0
"97","Alismatales","Alismataceae","Luronium",0,1,1,1,0,0,0,0,0,0
"98","Alismatales","Araceae","Lysichiton",0,2,2,2,0,0,0,0,0,0
"99","Alismatales","Araceae","Lysichitum",0,0,1,0,0.114,0,1,0.114,0,1
"100","Alismatales","Araceae","Mangonia",0,2,2,2,0,0,0,0,0,0
"101","Alismatales","Juncaginaceae","Maundia",0,1,1,1,0,0,0,0,0,0
"102","Alismatales","Araceae","Monstera",37,0,45,37,45,45,45,1,1,1
"103","Alismatales","Araceae","Montrichardia",0,0,2,0,0.2,0,2,0.1,0,1
"104","Alismatales","Hydrocharitaceae","Najas",0,8,38,8,0,0,0,0,0,0
"105","Alismatales","Hydrocharitaceae","Nechamandra",0,1,1,1,0,0,0,0,0,0
"106","Alismatales","Araceae","Nephthytis",0,6,6,6,0,0,0,0,0,0
"107","Alismatales","Araceae","Ooia",0,2,2,2,0,0,0,0,0,0
"108","Alismatales","Araceae","Orontium",0,1,1,1,0,0,0,0,0,0
"109","Alismatales","Hydrocharitaceae","Ottelia",0,7,19,7,0,0,0,0,0,0
"110","Alismatales","Aponogetonaceae","Ouvirandra",0,0,1,0,0.088,0,1,0.088,0,1
"111","Alismatales","Araceae","Pedicellarum",1,0,1,1,1,1,1,1,1,1
"112","Alismatales","Araceae","Peltandra",0,2,2,2,0,0,0,0,0,0
"113","Alismatales","Araceae","Philodendron",372,27,487,399,456,456,456,0.936344969199179,0.936344969199179,0.936344969199179
"114","Alismatales","Araceae","Philonotion",0,3,3,3,0,0,0,0,0,0
"115","Alismatales","Zosteraceae","Phyllospadix",0,5,6,5,0,0,0,0,0,0
"116","Alismatales","Araceae","Phymatarum",0,1,1,1,0,0,0,0,0,0
"117","Alismatales","Araceae","Pichinia",0,1,1,1,0,0,0,0,0,0
"118","Alismatales","Araceae","Pinellia",0,9,9,9,0,0,0,0,0,0
"119","Alismatales","Araceae","Piptospatha",0,11,12,11,0,0,0,0,0,0
"120","Alismatales","Araceae","Pistia",0,0,1,0,0.086,0,1,0.086,0,1
"121","Alismatales","Tofieldiaceae","Pleea",0,1,1,1,0,0,0,0,0,0
"122","Alismatales","Araceae","Podolasia",0,1,1,1,0,0,0,0,0,0
"123","Alismatales","Posidoniaceae","Posidonia",0,9,10,9,0,0,0,0,0,0
"124","Alismatales","Potamogetonaceae","Potamogeton",0,142,160,142,0,0,0,0,0,0
"125","Alismatales","Araceae","Pothoidium",1,0,1,1,1,1,1,1,1,1
"126","Alismatales","Araceae","Pothos",52,0,58,52,58,58,58,1,1,1
"127","Alismatales","Araceae","Protarum",0,1,1,1,0,0,0,0,0,0
"128","Alismatales","Araceae","Pseudodracontium",0,1,7,1,0,0,0,0,0,0
"129","Alismatales","Araceae","Pseudohydrosme",0,2,2,2,0,0,0,0,0,0
"130","Alismatales","Araceae","Pycnospatha",0,2,2,2,0,0,0,0,0,0
"131","Alismatales","Alismataceae","Ranalisma",0,1,4,1,0,0,0,0,0,0
"132","Alismatales","Araceae","Remusatia",0,4,4,4,0,0,0,0,0,0
"133","Alismatales","Araceae","Rhaphidophora",95,0,99,95,99,99,99,1,1,1
"134","Alismatales","Araceae","Rhodospatha",23,2,32,25,30,30,30,0.9375,0.9375,0.9375
"135","Alismatales","Ruppiaceae","Ruppia",0,5,8,5,0,0,0,0,0,0
"136","Alismatales","Alismataceae","Sagittaria",0,28,40,28,0,0,0,0,0,0
"137","Alismatales","Araceae","Sauromatum",0,9,9,9,0,0,0,0,0,0
"138","Alismatales","Araceae","Scaphispatha",0,2,2,2,0,0,0,0,0,0
"139","Alismatales","Scheuchzeriaceae","Scheuchzeria",0,1,1,1,0,0,0,0,0,0
"140","Alismatales","Araceae","Schismatoglottis",0,99,104,99,0,0,0,0,0,0
"141","Alismatales","Araceae","Schottariella",0,1,1,1,0,0,0,0,0,0
"142","Alismatales","Araceae","Scindapsus",31,0,35,31,35,35,35,1,1,1
"143","Alismatales","Araceae","Spathantheum",0,2,2,2,0,0,0,0,0,0
"144","Alismatales","Araceae","Spathicarpa",0,3,3,3,0,0,0,0,0,0
"145","Alismatales","Araceae","Spathiphyllum",0,50,52,50,0,0,0,0,0,0
"146","Alismatales","Araceae","Spirodela",0,1,4,1,0,0,0,0,0,0
"147","Alismatales","Araceae","Stenospermation",39,7,54,46,47,47,47,0.87037037037037,0.87037037037037,0.87037037037037
"148","Alismatales","Araceae","Steudnera",0,9,9,9,0,0,0,0,0,0
"149","Alismatales","Hydrocharitaceae","Stratiotes",0,1,1,1,0,0,0,0,0,0
"150","Alismatales","Potamogetonaceae","Stuckenia",0,8,10,8,0,0,0,0,0,0
"151","Alismatales","Araceae","Stylochaeton",0,19,19,19,0,0,0,0,0,0
"152","Alismatales","Araceae","Stylochiton",0,0,3,0,0.234,0,3,0.078,0,1
"153","Alismatales","Araceae","Symplocarpus",0,5,5,5,0,0,0,0,0,0
"154","Alismatales","Araceae","Synandrospadix",0,1,1,1,0,0,0,0,0,0
"155","Alismatales","Araceae","Syngonium",32,0,35,32,35,35,35,1,1,1
"156","Alismatales","Cymodoceaceae","Syringodium",0,2,2,2,0,0,0,0,0,0
"157","Alismatales","Araceae","Taccarum",0,6,6,6,0,0,0,0,0,0
"158","Alismatales","Juncaginaceae","Tetroncium",0,1,1,1,0,0,0,0,0,0
"159","Alismatales","Hydrocharitaceae","Thalassia",0,2,2,2,0,0,0,0,0,0
"160","Alismatales","Cymodoceaceae","Thalassodendron",0,2,2,2,0,0,0,0,0,0
"161","Alismatales","Araceae","Theriophonum",0,7,7,7,0,0,0,0,0,0
"162","Alismatales","Tofieldiaceae","Tofieldia",0,13,13,13,0,0,0,0,0,0
"163","Alismatales","Tofieldiaceae","Triantha",0,2,4,2,0,0,0,0,0,0
"164","Alismatales","Juncaginaceae","Triglochin",0,17,25,17,0,0,0,0,0,0
"165","Alismatales","Araceae","Typhonium",0,67,68,67,0,0,0,0,0,0
"166","Alismatales","Araceae","Typhonodorum",0,0,1,0,0.122,0,1,0.122,0,1
"167","Alismatales","Araceae","Ulearum",0,1,2,1,0,0,0,0,0,0
"168","Alismatales","Araceae","Urospatha",0,11,11,11,0,0,0,0,0,0
"169","Alismatales","Hydrocharitaceae","Vallisneria",0,5,14,5,0,0,0,0,0,0
"170","Alismatales","Alismataceae","Wiesneria",0,0,3,0,0.334,0,3,0.111333333333333,0,1
"171","Alismatales","Araceae","Wolffia",0,7,11,7,0,0,0,0,0,0
"172","Alismatales","Araceae","Wolffiella",0,5,10,5,0,0,0,0,0,0
"173","Alismatales","Araceae","Xanthosoma",0,44,76,44,0,0,0,0,0,0
"174","Alismatales","Araceae","Zamioculcas",0,1,1,1,0,0,0,0,0,0
"175","Alismatales","Potamogetonaceae","Zannichellia",0,3,7,3,0,0,0,0,0,0
"176","Alismatales","Araceae","Zantedeschia",0,8,8,8,0,0,0,0,0,0
"177","Alismatales","Araceae","Zomicarpa",0,2,3,2,0,0,0,0,0,0
"178","Alismatales","Araceae","Zomicarpella",0,2,2,2,0,0,0,0,0,0
"179","Alismatales","Zosteraceae","Zostera",0,16,16,16,0,0,0,0,0,0
"180","Amborellales","Amborellaceae","Amborella",1,0,1,1,1,1,1,1,1,1
"181","Apiales","Apiaceae","Aciphylla",0,2,45,2,0,0,0,0,0,0
"182","Apiales","Apiaceae","Acronema",0,0,38,0,1.478,0,31,0.0388947368421053,0,0.815789473684211
"183","Apiales","Apiaceae","Actinanthus",0,0,1,0,0.056,0,1,0.056,0,1
"184","Apiales","Apiaceae","Actinolema",0,1,2,1,0,0,0,0,0,0
"185","Apiales","Apiaceae","Actinotus",0,9,19,9,0,0,0,0,0,0
"186","Apiales","Apiaceae","Adenosciadium",0,0,1,0,0.054,0,1,0.054,0,1
"187","Apiales","Apiaceae","Aegokeras",0,0,1,0,0.046,0,1,0.046,0,1
"188","Apiales","Apiaceae","Aegopodium",0,1,8,1,0,0,0,0,0,0
"189","Apiales","Apiaceae","Aethusa",0,0,1,0,0.05,0,1,0.05,0,1
"190","Apiales","Apiaceae","Aframmi",0,0,2,0,0.076,0,2,0.038,0,1
"191","Apiales","Apiaceae","Afroligusticum",0,2,13,2,0,0,0,0,0,0
"192","Apiales","Apiaceae","Afrosciadium",0,4,18,4,0,0,0,0,0,0
"193","Apiales","Apiaceae","Afrosison",0,0,3,0,0.21,0,3,0.07,0,1
"194","Apiales","Apiaceae","Agasyllis",0,0,1,0,0.056,0,1,0.056,0,1
"195","Apiales","Apiaceae","Agrocharis",1,1,3,2,2,2,2,0.666666666666667,0.666666666666667,0.666666666666667
"196","Apiales","Apiaceae","Ainsworthia",0,0,2,0,0.122,0,2,0.061,0,1
"197","Apiales","Apiaceae","Alepidea",0,24,37,24,0,0,0,0,0,0
"198","Apiales","Apiaceae","Aletes",0,0,1,0,0.05,0,1,0.05,0,1
"199","Apiales","Apiaceae","Alococarpum",0,0,1,0,0.052,0,1,0.052,0,1
"200","Apiales","Apiaceae","Ammi",0,2,6,2,0,0,0,0,0,0
"201","Apiales","Apiaceae","Ammodaucus",0,0,1,0,0.076,0,1,0.076,0,1
"202","Apiales","Apiaceae","Ammoides",0,0,3,0,0.13,0,3,0.0433333333333333,0,1
"203","Apiales","Apiaceae","Ammoselinum",0,0,5,0,0.214,0,5,0.0428,0,1
"204","Apiales","Araliaceae","Anakasia",0,0,1,0,0.05,0,1,0.05,0,1
"205","Apiales","Apiaceae","Andriana",0,3,3,3,0,0,0,0,0,0
"206","Apiales","Apiaceae","Anethum",0,1,4,1,0,0,0,0,0,0
"207","Apiales","Apiaceae","Angelica",0,0,116,0,4.964,0,90.6249999999999,0.0427931034482759,0,0.781249999999999
"208","Apiales","Apiaceae","Anginon",0,12,13,12,0,0,0,0,0,0
"209","Apiales","Apiaceae","Angoseseli",0,0,2,0,0.098,0,2,0.049,0,1
"210","Apiales","Apiaceae","Anisopoda",0,1,1,1,0,0,0,0,0,0
"211","Apiales","Apiaceae","Anisosciadium",0,0,3,0,0.166,0,3,0.0553333333333333,0,1
"212","Apiales","Apiaceae","Anisotome",0,0,15,0,0.666,0,14.05,0.0444,0,0.936666666666664
"213","Apiales","Apiaceae","Annesorhiza",0,12,15,12,0,0,0,0,0,0
"214","Apiales","Apiaceae","Anthrichaerophyllum",0,0,1,0,0.062,0,1,0.062,0,1
"215","Apiales","Apiaceae","Anthriscus",0,1,15,1,0,0,0,0,0,0
"216","Apiales","Apiaceae","Aphanopleura",0,0,5,0,0.206,0,3,0.0412,0,0.6
"217","Apiales","Apiaceae","Apiastrum",0,0,1,0,0.048,0,1,0.048,0,1
"218","Apiales","Apiaceae","Apiopetalum",0,0,2,0,0.098,0,2,0.049,0,1
"219","Apiales","Apiaceae","Apium",0,3,17,3,0,0,0,0,0,0
"220","Apiales","Apiaceae","Apodicarpum",0,0,1,0,0.044,0,1,0.044,0,1
"221","Apiales","Apiaceae","Arafoe",0,0,1,0,0.042,0,1,0.042,0,1
"222","Apiales","Araliaceae","Aralia",2,9,74,11,16,16,16,0.216216216216216,0.216216216216216,0.216216216216216
"223","Apiales","Torricelliaceae","Aralidium",0,0,1,0,0.064,0,1,0.064,0,1
"224","Apiales","Apiaceae","Arctopus",0,3,3,3,0,0,0,0,0,0
"225","Apiales","Apiaceae","Arcuatopterus",0,0,5,0,0.3,0,5,0.06,0,1
"226","Apiales","Apiaceae","Arracacia",0,6,41,6,0,0,0,0,0,0
"227","Apiales","Apiaceae","Artedia",0,0,1,0,0.04,0,1,0.04,0,1
"228","Apiales","Apiaceae","Asciadium",0,0,1,0,0.05,0,1,0.05,0,1
"229","Apiales","Apiaceae","Asteriscium",0,0,18,0,1.058,0,17,0.0587777777777778,0,0.944444444444444
"230","Apiales","Apiaceae","Astomaea",0,0,2,0,0.116,0,2,0.058,0,1
"231","Apiales","Apiaceae","Astrantia",0,0,11,0,0.602,0,10.525,0.0547272727272727,0,0.95681818181818
"232","Apiales","Apiaceae","Astrodaucus",0,0,3,0,0.144,0,2.52499999999998,0.048,0,0.841666666666659
"233","Apiales","Araliaceae","Astrotricha",0,9,20,9,0,0,0,0,0,0
"234","Apiales","Apiaceae","Astydamia",0,0,1,0,0.05,0,1,0.05,0,1
"235","Apiales","Apiaceae","Athamanta",0,0,11,0,0.646,0,11,0.0587272727272727,0,1
"236","Apiales","Apiaceae","Aulacospermum",0,0,24,0,1.082,0,19.525,0.0450833333333333,0,0.813541666666666
"237","Apiales","Pittosporaceae","Auranticarpa",0,1,6,1,0,0,0,0,0,0
"238","Apiales","Apiaceae","Austropeucedanum",0,0,1,0,0.04,0,1,0.04,0,1
"239","Apiales","Apiaceae","Autumnalia",0,0,2,0,0.094,0,2,0.047,0,1
"240","Apiales","Apiaceae","Azilia",0,0,1,0,0.062,0,1,0.062,0,1
"241","Apiales","Apiaceae","Azorella",0,9,29,9,0,0,0,0,0,0
"242","Apiales","Pittosporaceae","Bentleya",0,0,1,0,0.038,0,1,0.038,0,1
"243","Apiales","Apiaceae","Berula",0,2,5,2,0,0,0,0,0,0
"244","Apiales","Apiaceae","Bifora",0,0,3,0,0.252,0,3,0.084,0,1
"245","Apiales","Apiaceae","Bilacunaria",0,0,4,0,0.23,0,4,0.0575,0,1
"246","Apiales","Pittosporaceae","Billardiera",7,3,24,10,20,20,20,0.833333333333333,0.833333333333333,0.833333333333333
"247","Apiales","Apiaceae","Billburttia",0,2,2,2,0,0,0,0,0,0
"248","Apiales","Apiaceae","Bolax",0,0,2,0,0.102,0,2,0.051,0,1
"249","Apiales","Apiaceae","Bonannia",0,0,1,0,0.068,0,1,0.068,0,1
"250","Apiales","Apiaceae","Bowlesia",0,5,16,5,0,0,0,0,0,0
"251","Apiales","Apiaceae","Brachyscias",0,1,1,1,0,0,0,0,0,0
"252","Apiales","Araliaceae","Brassaiopsis",2,1,48,3,31,31,31,0.645833333333333,0.645833333333333,0.645833333333333
"253","Apiales","Apiaceae","Bunium",0,1,50,1,0,0,0,0,0,0
"254","Apiales","Apiaceae","Bupleurum",0,3,208,3,0,0,0,0,0,0
"255","Apiales","Pittosporaceae","Bursaria",0,2,7,2,0,0,0,0,0,0
"256","Apiales","Apiaceae","Cachrys",0,0,6,0,0.288,0,5.52499999999998,0.048,0,0.92083333333333
"257","Apiales","Apiaceae","Calyptrosciadium",0,0,2,0,0.09,0,2,0.045,0,1
"258","Apiales","Apiaceae","Cannaboides",0,2,2,2,0,0,0,0,0,0
"259","Apiales","Apiaceae","Capnophyllum",0,4,4,4,0,0,0,0,0,0
"260","Apiales","Apiaceae","Carlesia",0,0,1,0,0.066,0,1,0.066,0,1
"261","Apiales","Apiaceae","Caropsis",0,0,1,0,0.07,0,1,0.07,0,1
"262","Apiales","Apiaceae","Carum",0,1,29,1,0,0,0,0,0,0
"263","Apiales","Apiaceae","Caucalis",0,1,1,1,0,0,0,0,0,0
"264","Apiales","Apiaceae","Cenolophium",0,0,1,0,0.05,0,1,0.05,0,1
"265","Apiales","Apiaceae","Centella",0,48,53,48,0,0,0,0,0,0
"266","Apiales","Araliaceae","Cephalaralia",1,0,1,1,1,1,1,1,1,1
"267","Apiales","Apiaceae","Cephalopodum",0,0,3,0,0.214,0,3,0.0713333333333333,0,1
"268","Apiales","Apiaceae","Chaerophyllopsis",0,0,1,0,0.064,0,1,0.064,0,1
"269","Apiales","Apiaceae","Chaerophyllum",0,1,46,1,0,0,0,0,0,0
"270","Apiales","Apiaceae","Chaetosciadium",0,0,1,0,0.064,0,1,0.064,0,1
"271","Apiales","Apiaceae","Chamaele",0,0,1,0,0.074,0,1,0.074,0,1
"272","Apiales","Apiaceae","Chamaesciadium",0,0,1,0,0.062,0,1,0.062,0,1
"273","Apiales","Apiaceae","Chamaesium",0,0,6,0,0.346,0,6,0.0576666666666667,0,1
"274","Apiales","Apiaceae","Chamarea",0,5,5,5,0,0,0,0,0,0
"275","Apiales","Apiaceae","Changium",0,0,2,0,0.082,0,2,0.041,0,1
"276","Apiales","Pittosporaceae","Cheiranthera",0,2,10,2,0,0,0,0,0,0
"277","Apiales","Araliaceae","Cheirodendron",0,1,6,1,0,0,0,0,0,0
"278","Apiales","Araliaceae","Chengiopanax",0,0,2,0,0.13,0,2,0.065,0,1
"279","Apiales","Apiaceae","Chlaenosciadium",0,0,1,0,0.064,0,1,0.064,0,1
"280","Apiales","Apiaceae","Choritaenia",0,1,1,1,0,0,0,0,0,0
"281","Apiales","Apiaceae","Chuanminshen",0,0,1,0,0.056,0,1,0.056,0,1
"282","Apiales","Apiaceae","Chymsydia",0,0,2,0,0.114,0,2,0.057,0,1
"283","Apiales","Apiaceae","Cicuta",0,0,5,0,0.292,0,5,0.0584,0,1
"284","Apiales","Pittosporaceae","Citriobatus",0,1,5,1,0,0,0,0,0,0
"285","Apiales","Apiaceae","Cnidiocarpa",0,0,6,0,0.356,0,6,0.0593333333333333,0,1
"286","Apiales","Apiaceae","Cnidium",0,0,10,0,0.708,0,10,0.0708,0,1
"287","Apiales","Apiaceae","Coaxana",0,0,2,0,0.126,0,2,0.063,0,1
"288","Apiales","Apiaceae","Cogswellia",0,0,1,0,0.05,0,1,0.05,0,1
"289","Apiales","Apiaceae","Conioselinum",0,0,17,0,1.184,0,16,0.0696470588235294,0,0.941176470588235
"290","Apiales","Apiaceae","Conium",0,4,4,4,0,0,0,0,0,0
"291","Apiales","Apiaceae","Conopodium",0,1,8,1,0,0,0,0,0,0
"292","Apiales","Apiaceae","Coriandrum",0,1,2,1,0,0,0,0,0,0
"293","Apiales","Apiaceae","Cortia",0,0,3,0,0.146,0,3,0.0486666666666667,0,1
"294","Apiales","Apiaceae","Cortiella",0,0,4,0,0.212,0,4,0.053,0,1
"295","Apiales","Apiaceae","Cotopaxia",0,1,2,1,0,0,0,0,0,0
"296","Apiales","Apiaceae","Coulterophytum",0,0,4,0,0.268,0,4,0.067,0,1
"297","Apiales","Apiaceae","Cryptotaenia",0,0,7,0,0.384,0,7,0.0548571428571429,0,1
"298","Apiales","Apiaceae","Cuminum",0,1,4,1,0,0,0,0,0,0
"299","Apiales","Araliaceae","Cussonia",0,7,20,7,0,0,0,0,0,0
"300","Apiales","Apiaceae","Cyathoselinum",0,0,1,0,0.062,0,1,0.062,0,1
"301","Apiales","Apiaceae","Cyclorhiza",0,0,2,0,0.106,0,2,0.053,0,1
"302","Apiales","Apiaceae","Cyclospermum",0,2,5,2,0,0,0,0,0,0
"303","Apiales","Apiaceae","Cymbocarpum",0,0,5,0,0.266,0,5,0.0532,0,1
"304","Apiales","Apiaceae","Cymopterus",0,0,52,0,2.584,0,40,0.0496923076923077,0,0.769230769230769
"305","Apiales","Apiaceae","Cynosciadium",0,0,1,0,0.066,0,1,0.066,0,1
"306","Apiales","Apiaceae","Dactylaea",0,0,2,0,0.114,0,2,0.057,0,1
"307","Apiales","Apiaceae","Dahliaphyllum",0,0,1,0,0.06,0,1,0.06,0,1
"308","Apiales","Apiaceae","Dasispermum",0,6,7,6,0,0,0,0,0,0
"309","Apiales","Apiaceae","Daucosma",0,0,1,0,0.066,0,1,0.066,0,1
"310","Apiales","Apiaceae","Daucus",0,3,28,3,0,0,0,0,0,0
"311","Apiales","Myodocarpaceae","Delarbrea",0,1,7,1,0,0,0,0,0,0
"312","Apiales","Apiaceae","Demavendia",0,0,1,0,0.038,0,1,0.038,0,1
"313","Apiales","Araliaceae","Dendropanax",0,5,99,5,0,0,0,0,0,0
"314","Apiales","Apiaceae","Dethawia",0,0,1,0,0.05,0,1,0.05,0,1
"315","Apiales","Apiaceae","Deverra",0,2,8,2,0,0,0,0,0,0
