"","species","family","order","vesselSize","vesselNumber","growth.form.cornwell.unique","X","X.1","X.2","X.3","temperature","humidity","elevation","precip","support","source","tcoldq.me","pdryq.me","alt.me","genus","growthform_tf"
"Casuarina_equisetifolia","Casuarina_equisetifolia","Casuarinaceae","Fagales",0.010207035,11,"F",NA,NA,NA,NA,23.5151705058717,70.2778229448961,0.148191056910569,138.649542682927,"F","Wikipedia.list.of.trees.and.shrubs",19.8,141,32,"Casuarina","F"
"Casuarina_cunninghamiana","Casuarina_cunninghamiana","Casuarinaceae","Fagales",0.007409446,38,"F",NA,NA,NA,NA,19.3975043859649,59.5336271929825,0.393721578947368,84.3185657894737,"F","Wikipedia.list.of.trees.and.shrubs",10.9,133,280.5,"Casuarina","F"
"Casuarina_glauca","Casuarina_glauca","Casuarinaceae","Fagales",0.010568318,27,"F",NA,NA,NA,NA,18.199044011544,62.7165764790765,0.104514069264069,97.8596771284271,"F","Wikipedia.list.of.trees.and.shrubs",12.5,186,33,"Casuarina","F"
"Alnus_nepalensis","Alnus_nepalensis","Betulaceae","Fagales",0.005217007,21.9,"F",NA,NA,NA,NA,14.7487599206349,67.9017981150794,1.99772767857143,93.3413690476191,"F","kew",7.1,44,2292,"Alnus","F"
"Corylus_ferox","Corylus_ferox","Betulaceae","Fagales",0.001520531,49,"F",NA,NA,NA,NA,10.9406423611111,65.0485243055556,2.11404583333333,80.7391666666666,"F","TRY",NA,NA,NA,"Corylus","F"
"Corylus_avellana","Corylus_avellana","Betulaceae","Fagales",0.001590431,125,"F",NA,NA,NA,NA,7.39153820234184,77.8430545025693,0.328432650998231,77.071700994019,"F","kew",NA,NA,NA,"Corylus","F"
"Carpinus_viminea","Carpinus_viminea","Betulaceae","Fagales",0.003117245,29,"F",NA,NA,NA,NA,17.3561879432624,69.5730673758865,0.93751914893617,110.227322695035,NA,NA,14.4,42.5,1506.5,"Carpinus",NA
"Carpinus_betulus","Carpinus_betulus","Betulaceae","Fagales",0.002720619,46.5,"F",NA,NA,NA,NA,8.49975968334747,78.6131679389313,0.26008524173028,63.0855668645745,"F","kew",3,151,136,"Carpinus","F"
"Betula_utilis","Betula_utilis","Betulaceae","Fagales",0.003525652,22,"F",NA,NA,NA,NA,5.65468036529681,57.2284409654273,3.33416046966732,59.005642530985,"F","kew",-0.9,27,3229,"Betula","F"
"Betula_alnoides","Betula_alnoides","Betulaceae","Fagales",0.007542964,21,"F",NA,NA,NA,NA,17.0511597938144,71.9416237113402,1.50959278350515,114.309536082474,"F","kew",9.25,61,1762.5,"Betula","F"
"Betula_nana","Betula_nana","Betulaceae","Fagales",0.000116899,844,"F",NA,NA,NA,NA,1.47928696412948,79.6392374781277,0.402806266404199,71.6216617454068,"F","kew",-8.9,104,405,"Betula","F"
"Betula_pubescens","Betula_pubescens","Betulaceae","Fagales",0.000246057,549,"F",NA,NA,NA,NA,4.37144469525959,79.5716281038375,0.400629091422122,84.4223981847254,"F","kew",1.9,149,95,"Betula","F"
"Betula_pendula","Betula_pendula","Betulaceae","Fagales",0.000774795,393,"F",NA,NA,NA,NA,5.51781505289942,78.2042687826436,0.363544596223383,67.1362779563412,"F","kew",2.7,151,88,"Betula","F"
"Ziziphus_pubescens","Ziziphus_pubescens","Cannabaceae","Rosales",0.009503318,19,"F",NA,NA,NA,NA,23.8207142857143,75.1090476190476,0.703971428571429,120.599047619047,"F","TRY",22.4,95,801,"Ziziphus","F"
"Rhamnidium_elaeocarpum","Rhamnidium_elaeocarpum","Rhamnaceae","Rosales",0.009676891,67,"F",NA,NA,NA,NA,24.0047960069444,72.6028211805556,0.443541666666667,138.390212673611,"F","TRY",20.9,152,349,"Rhamnidium","F"
"Rhamnella_franguloides","Rhamnella_franguloides","Rhamnaceae","Rosales",0.014957123,20,"F",NA,NA,NA,NA,13.8556306306306,74.8711711711712,0.283743243243243,132.072860360361,NA,NA,4,148,197,"Rhamnella",NA
"Krugiodendron_ferreum","Krugiodendron_ferreum","Rhamnaceae","Rosales",0.002922467,45,"F",NA,NA,NA,NA,24.9558103975535,77.2076452599388,0.270376146788991,126.68623853211,"F","Wikipedia.list.of.trees.and.shrubs",22.1,73,203,"Krugiodendron","F"
"Rhamnus_alaternus","Rhamnus_alaternus","Rhamnaceae","Rosales",0.000706858,150,"F",NA,NA,NA,NA,14.5696574213731,65.0937838668231,0.495745768392827,46.607909474331,"F","apg",8.8,31,458,"Rhamnus","F"
"Rhamnus_cathartica","Rhamnus_cathartica","Rhamnaceae","Rosales",0.003009908,215,"F",NA,NA,NA,NA,7.30317640692641,75.6735551948052,0.307185064935065,66.4835957792208,"F","leda",3.3,146,104,"Rhamnus","F"
"Ziziphus_mistol","Ziziphus_mistol","Cannabaceae","Rosales",0.000380133,97,"F",NA,NA,NA,NA,22.6443181818182,68.2878787878788,0.269090909090909,73.2409090909092,"F","TRY",13.3,33,274.5,"Ziziphus","F"
"Colubrina_elliptica","Colubrina_elliptica","Rhamnaceae","Rosales",0.014313882,13,"F",NA,NA,NA,NA,24.3181175595238,75.7388392857143,0.430066964285714,103.575595238095,"F","Wikipedia.list.of.trees.and.shrubs",NA,NA,NA,"Colubrina","F"
"Ziziphus_mucronata","Ziziphus_mucronata","Cannabaceae","Rosales",0.005026548,29,"F",NA,NA,NA,NA,20.9741088631985,60.3997495183044,0.875643930635838,59.8415173410405,NA,NA,24.6,14,328,"Ziziphus",NA
"Ziziphus_rugosa","Ziziphus_rugosa","Cannabaceae","Rosales",0.016512996,14,"C",NA,NA,NA,NA,20.9751700680272,74.6562074829932,1.013,123.305357142857,"C","Parthasarathy2004",24.6,20,76,"Ziziphus","C"
"Ziziphus_jujuba","Ziziphus_jujuba","Cannabaceae","Rosales",0.006361725,33,"F",NA,NA,NA,NA,15.2431192660551,68.3948139653415,0.659385321100917,79.5609072375127,"F","Wikipedia.list.of.trees.and.shrubs",4.8,48,215.5,"Ziziphus","F"
"Ziziphus_glabrata","Ziziphus_glabrata","Cannabaceae","Rosales",0.007088218,37,"F",NA,NA,NA,NA,24.7416666666667,73.0916666666667,0.688,123.016666666667,NA,NA,NA,NA,NA,"Ziziphus",NA
"Aphananthe_aspera","Aphananthe_aspera","Cannabaceae","Rosales",0.015393804,8,"F",NA,NA,NA,NA,16.2969064191802,74.004369682908,0.333501160092807,132.165090873937,NA,NA,10.5,167,216,"Aphananthe",NA
"Gironniera_subaequalis","Gironniera_subaequalis","Cannabaceae","Rosales",0.012468981,10,"F",NA,NA,NA,NA,24.1814630681818,80.0016335227273,0.532553977272727,179.878267045455,"F","TRY",25.2,440,208,"Gironniera","F"
"Pteroceltis_tatarinowii","Pteroceltis_tatarinowii","Cannabaceae","Rosales",0.006920143,21,"F",NA,NA,NA,NA,16.5666666666667,75.643961352657,0.506050724637681,116.459359903382,"F","TRY",1.9,252,908.5,"Pteroceltis","F"
"Trema_politoria","Trema_politoria","Cannabaceae","Rosales",0.013273229,14,"F",NA,NA,NA,NA,19.4184027777778,61.9006944444444,1.05775,124.095138888889,NA,NA,11.55,42.5,691,"Trema",NA
"Trema_angustifolia","Trema_angustifolia","Cannabaceae","Rosales",0.013273229,15,"F",NA,NA,NA,NA,20.5102864583333,75.7897135416667,0.967796875,140.694270833333,NA,NA,19.5,69,1108,"Trema",NA
"Trema_cannabina","Trema_cannabina","Cannabaceae","Rosales",0.006361725,20,"F",NA,NA,NA,NA,22.2627244668911,76.8173540965208,0.444267676767677,173.883571829405,"F","KeppelTuiwawa2007",15.3,279,349,"Trema","F"
"Trema_orientalis","Trema_orientalis","Cannabaceae","Rosales",0.014102609,12,"F",NA,NA,NA,NA,22.8651755328676,74.4289920293749,0.520729177861365,135.070475102991,"F","Wikipedia.list.of.trees.and.shrubs",19.1,122,416,"Trema","F"
"Milicia_excelsa","Milicia_excelsa","Moraceae","Rosales",0.035566363,3.5,"F",NA,NA,NA,NA,25.1216439135381,76.8931882821388,0.390863481228669,133.334087030717,"F","TRY",23.5,68,471,"Milicia","F"
"Milicia_regia","Milicia_regia","Moraceae","Rosales",0.027759113,4,"F",NA,NA,NA,NA,26.0262931034483,77.803915229885,0.166556034482759,144.087392241379,"F","TRY",24.65,133,95,"Milicia","F"
"Streblus_pendulinus","Streblus_pendulinus","Moraceae","Rosales",0.004185387,19,"F",NA,NA,NA,NA,21.9137631975867,66.3000188536953,0.369617647058824,134.472907239819,"F","KeppelTuiwawa2007",18.6,133,551.5,"Streblus","F"
"Streblus_glaber","Streblus_glaber","Moraceae","Rosales",0.023656716,5,"F",NA,NA,NA,NA,21.6173668032787,71.9206113387978,1.11886885245902,189.027134562841,"F","Gallagher2015",18.2,426,1213.5,"Streblus","F"
"Bagassa_guianensis","Bagassa_guianensis","Moraceae","Rosales",0.045238934,3,"F",NA,NA,NA,NA,26.2131172839506,79.8564043209877,0.122611111111111,220.580324074074,"F","TRY",24.65,293,146,"Bagassa","F"
"Morus_alba","Morus_alba","Moraceae","Rosales",0.02249616,18,"F",NA,NA,NA,NA,14.4003082571349,66.7520469659185,0.477706566916043,75.5245601274591,"F","Wikipedia.list.of.trees.and.shrubs",0.6,138,261,"Morus","F"
"Morus_macroura","Morus_macroura","Moraceae","Rosales",0.03630503,4,"F",NA,NA,NA,NA,16.9561728395062,70.9300925925926,1.69446296296296,111.212962962963,NA,NA,18.6,91,307,"Morus",NA
"Morus_nigra","Morus_nigra","Moraceae","Rosales",0.016060607,33,"F",NA,NA,NA,NA,14.6396990740741,66.0697916666667,0.493541666666667,55.9136188271605,"F","Wikipedia.list.of.trees.and.shrubs",3.7,121,174,"Morus","F"
"Morus_rubra","Morus_rubra","Moraceae","Rosales",0.016512996,15,"F",NA,NA,NA,NA,12.5361572535991,69.349723145072,0.252724252491694,85.18107696567,"F","Wikipedia.list.of.trees.and.shrubs",1.4,223,201,"Morus","F"
"Streblus_indicus","Streblus_indicus","Moraceae","Rosales",0.009503318,15,"F",NA,NA,NA,NA,22.0670454545455,76.1275252525252,0.747848484848485,134.483333333334,NA,NA,20.9,46,715,"Streblus",NA
"Maclura_pomifera","Maclura_pomifera","Moraceae","Rosales",0.017671459,8,"F",NA,NA,NA,NA,13.6993970714901,64.9058570198105,0.397479328165375,69.2413544358312,"F","Wikipedia.list.of.trees.and.shrubs",0.6,182,245,"Maclura","F"
"Maclura_cochinchinensis","Maclura_cochinchinensis","Moraceae","Rosales",0.0254469,13,"C",NA,NA,NA,NA,20.5762177938808,68.1956823671498,0.358399758454106,135.254911433172,"C","Inside_Wood",13,174,188,"Maclura","C"
"Maclura_tricuspidata","Maclura_tricuspidata","Moraceae","Rosales",0.014313882,6,"F",NA,NA,NA,NA,16.2112605485232,74.2863660337553,0.474481012658228,109.8930907173,"F","Wikipedia.list.of.trees.and.shrubs",2.5,135,132,"Maclura","F"
"Broussonetia_papyrifera","Broussonetia_papyrifera","Moraceae","Rosales",0.022715286,7,"F",NA,NA,NA,NA,17.275234082397,73.2723607209738,0.692186797752809,115.269949672285,"F","Wikipedia.list.of.trees.and.shrubs",8.9,226,160,"Broussonetia","F"
"Streblus_elongatus","Streblus_elongatus","Moraceae","Rosales",0.010935884,11,"F",NA,NA,NA,NA,26.2339285714286,82.1732142857143,0.18347619047619,205.817658730159,NA,NA,25.9,440,25,"Streblus",NA
"Brosimum_lactescens","Brosimum_lactescens","Moraceae","Rosales",0.010935884,12,"F",NA,NA,NA,NA,25.3749678663239,80.6108129820051,0.316750642673522,224.054204155955,"F","TRY",24.3,231,217.5,"Brosimum","F"
"Brosimum_alicastrum","Brosimum_alicastrum","Moraceae","Rosales",0.00638136,14.5,"F",NA,NA,NA,NA,25.1501335877863,77.5622582697201,0.352193893129771,161.730553435115,"F","Wikipedia.list.of.trees.and.shrubs",22.3,107.5,168.5,"Brosimum","F"
"Brosimum_guianense","Brosimum_guianense","Moraceae","Rosales",0.00867865,8.5,"F",NA,NA,NA,NA,25.4212241054614,81.4684133709981,0.289404519774011,229.564411487759,"F","TRY",24.5,236,190.5,"Brosimum","F"
"Brosimum_utile","Brosimum_utile","Moraceae","Rosales",0.028809975,5,"F",NA,NA,NA,NA,25.2130962643678,83.4829525862069,0.352586206896552,266.593204022989,"F","TRY",24.8,338,202,"Brosimum","F"
"Brosimum_rubescens","Brosimum_rubescens","Moraceae","Rosales",0.019487692,5,"F",NA,NA,NA,NA,26.0030112044818,82.3922969187675,0.166014005602241,229.730392156863,"F","TRY",25.1,293,117,"Brosimum","F"
"Streblus_asper","Streblus_asper","Moraceae","Rosales",0.008659015,11,"F",NA,NA,NA,NA,23.9089611872146,77.9239155251141,0.426650684931507,140.565353881279,NA,NA,23.9,206,331,"Streblus",NA
"Antiaris_toxicaria","Antiaris_toxicaria","Moraceae","Rosales",0.02958752,10,"F",NA,NA,NA,NA,25.4045617816092,74.5391642720307,0.282007183908046,146.684243295019,"F","Wikipedia.list.of.trees.and.shrubs",24.1,117,178.5,"Antiaris","F"
"Naucleopsis_ulei","Naucleopsis_ulei","Moraceae","Rosales",0.017671459,15,"F",NA,NA,NA,NA,24.9476251422071,83.4724829351536,0.360921501706485,245.357380546075,"F","TRY",24.4,475.5,256.5,"Naucleopsis","F"
"Maquira_calophylla","Maquira_calophylla","Moraceae","Rosales",0.012271846,13,"F",NA,NA,NA,NA,25.410989010989,83.2574862637363,0.278101648351648,250.201076007326,"F","TRY",24.5,526,248,"Maquira","F"
"Pseudolmedia_laevigata","Pseudolmedia_laevigata","Moraceae","Rosales",0.010935884,17,"F",NA,NA,NA,NA,24.8668080054274,80.6857304387155,0.440565807327001,230.450966757123,"F","TRY",24.25,335,253,"Pseudolmedia","F"
"Perebea_guianensis","Perebea_guianensis","Moraceae","Rosales",0.012867964,10,"F",NA,NA,NA,NA,24.8591240374037,82.5827076457646,0.377685643564356,251.818708745875,"F","TRY",24.3,520,257,"Perebea","F"
"Ficus_carica","Ficus_carica","Moraceae","Rosales",0.010386891,9,"F",NA,NA,NA,NA,14.6943384982122,64.6824269964243,0.504425059594756,46.5839938418752,"F","tropicos",8.1,49,477,"Ficus","F"
"Ficus_sycomorus","Ficus_sycomorus","Moraceae","Rosales",0.022432542,4.5,"F",NA,NA,NA,NA,23.1273417312661,63.796955749354,0.76037984496124,78.0926275839793,"F","Wikipedia.list.of.trees.and.shrubs",20.9,3.5,300.5,"Ficus","F"
"Rubus_idaeus","Rubus_idaeus","Rosaceae","Rosales",0.000706858,140,"C",NA,NA,NA,NA,4.9702910278251,75.4893057921635,0.538185860306644,73.4770854628052,"C","Yuan2009",2,150,130,"Rubus","C"
"Rubus_corchorifolius","Rubus_corchorifolius","Rosaceae","Rosales",0.00107521,85,"C",NA,NA,NA,NA,15.7266290726817,75.6307330827068,0.799354636591479,123.998913951546,"C","Gallagher2015",9.95,331,1027,"Rubus","C"
"Rubus_biflorus","Rubus_biflorus","Rosaceae","Rosales",0.001809557,97,"C",NA,NA,NA,NA,10.7957532051282,64.6943108974359,2.35948076923077,83.8654647435897,"C","eFlora_China",0.6,26.5,3114.5,"Rubus","C"
"Polylepis_australis","Polylepis_australis","Rosaceae","Rosales",0.000490874,159,"F",NA,NA,NA,NA,14.1090277777778,59.8621527777778,1.70520833333333,55.8902777777778,"F","TRY",7.45,9.5,2591,"Polylepis","F"
"Polylepis_incana","Polylepis_incana","Rosaceae","Rosales",0.002827433,98,"F",NA,NA,NA,NA,10.9663255360624,84.2622319688109,3.38549122807018,85.3330165692008,"F","tropicos",7.6,175.5,3573,"Polylepis","F"
"Polylepis_besseri","Polylepis_besseri","Rosaceae","Rosales",0.001590431,93,"F",NA,NA,NA,NA,10.5773809523809,59.9108465608466,3.4632380952381,57.8970899470899,NA,NA,NA,NA,NA,"Polylepis",NA
"Rosa_cymosa","Rosa_cymosa","Rosaceae","Rosales",0.001452201,172,"C",NA,NA,NA,NA,16.3490786578658,74.3107260726073,0.627034653465346,114.816350385038,"C","floraBolivia",7.05,46,1218,"Rosa","C"
"Rosa_henryi","Rosa_henryi","Rosaceae","Rosales",0.000804248,160,"C",NA,NA,NA,NA,16.1364035087719,75.5665991902834,0.54069028340081,115.011437246964,"C","TRY",2.3,42,1529,"Rosa","C"
"Rosa_laevigata","Rosa_laevigata","Rosaceae","Rosales",0.000855299,118,"C",NA,NA,NA,NA,17.2077689721422,75.8312079731028,0.410521613832853,120.279082612872,"C","The_PLANTS_Database",11.1,264,75,"Rosa","C"
"Sibbaldia_procumbens","Sibbaldia_procumbens","Rosaceae","Rosales",0.000314159,450,"F",NA,NA,NA,NA,1.25062590975255,73.5523780931587,1.14701331877729,80.3805276564774,NA,NA,NA,NA,NA,"Sibbaldia",NA
"Cercocarpus_ledifolius","Cercocarpus_ledifolius","Rosaceae","Rosales",0.001256637,65,"F",NA,NA,NA,NA,9.19112587108014,56.4928353658537,1.73627177700348,45.9317980545877,"F","TRY",NA,NA,NA,"Cercocarpus","F"
"Adenostoma_sparsifolium","Adenostoma_sparsifolium","Rosaceae","Rosales",0.001452201,239,"F",NA,NA,NA,NA,14.3312030075188,60.9697159565581,0.944817042606516,39.2674185463659,NA,NA,11.3,11,412,"Adenostoma",NA
"Sorbaria_kirilowii","Sorbaria_kirilowii","Rosaceae","Rosales",0.004185387,32,"F",NA,NA,NA,NA,10.3681891025641,65.7797596153846,1.93341153846154,77.671875,NA,NA,NA,NA,NA,"Sorbaria",NA
"Adenostoma_fasciculatum","Adenostoma_fasciculatum","Rosaceae","Rosales",0.000855299,206,"F",NA,NA,NA,NA,15.1068338373656,65.3670803931452,0.526326864919355,41.994382140457,"F","CornwellAckerly2009",11.7,11,412,"Adenostoma","F"
"Sorbaria_sorbifolia","Sorbaria_sorbifolia","Rosaceae","Rosales",0.001590431,83,"F",NA,NA,NA,NA,4.46858839972047,77.6240740740741,0.316794549266247,71.958001397624,NA,NA,-2.1,142,113,"Sorbaria",NA
"Chamaebatiaria_millefolium","Chamaebatiaria_millefolium","Rosaceae","Rosales",0.000530929,525,"F",NA,NA,NA,NA,8.38059186637618,53.3459241103849,1.97274945533769,42.753549382716,NA,NA,NA,NA,NA,"Chamaebatiaria",NA
"Holodiscus_discolor","Holodiscus_discolor","Rosaceae","Rosales",0.000962113,65,"F",NA,NA,NA,NA,9.86766666666667,63.2655560344828,1.25429,69.239,"F","CornwellAckerly2009",3.1,60,883,"Holodiscus","F"
"Petrophytum_caespitosum","Petrophytum_caespitosum","Rosaceae","Rosales",0.000314159,134,"F",NA,NA,NA,NA,11.199169921875,47.601708984375,1.697099609375,28.103515625,NA,NA,2.1,51,1978,"Petrophytum",NA
"Spiraea_salicifolia","Spiraea_salicifolia","Rosaceae","Rosales",0.000491659,376.5,"F",NA,NA,NA,NA,5.4116570327553,81.3196592003854,0.196806358381503,73.3709356936416,"F","leda",2.7,160,114,"Spiraea","F"
"Spiraea_chamaedryfolia","Spiraea_chamaedryfolia","Rosaceae","Rosales",0.000380133,198,"F",NA,NA,NA,NA,5.68040187891441,79.370102644398,0.249384133611691,79.2620911621433,NA,NA,-2.1,126,142,"Spiraea",NA
"Spiraea_thunbergii","Spiraea_thunbergii","Rosaceae","Rosales",0.000572555,90,"F",NA,NA,NA,NA,13.3006547619048,70.4133333333333,0.352392857142857,108.158392857143,NA,NA,4.7,221,125,"Spiraea",NA
"Spiraea_prunifolia","Spiraea_prunifolia","Rosaceae","Rosales",0.000598866,84.5,"F",NA,NA,NA,NA,14.9405458089669,75.6937378167641,0.68987134502924,135.99578460039,"F","Gallagher2015",7.3,223,705,"Spiraea","F"
"Spiraea_cantoniensis","Spiraea_cantoniensis","Rosaceae","Rosales",0.000283529,90,"F",NA,NA,NA,NA,15.7426879084967,71.1071895424837,0.638088235294118,105.676062091503,"F","tropicos",4.4,158,107,"Spiraea","F"
"Spiraea_blumei","Spiraea_blumei","Rosaceae","Rosales",0.000754768,73,"F",NA,NA,NA,NA,15.0967218137255,74.6778492647059,0.415639705882353,119.337285539216,NA,NA,4.7,221,251,"Spiraea",NA
"Physocarpus_capitatus","Physocarpus_capitatus","Rosaceae","Rosales",0.001134115,166,"F",NA,NA,NA,NA,10.8525359795729,70.4745299442897,0.5858356545961,98.5564008820799,NA,NA,4.2,59,402,"Physocarpus",NA
"Coleogyne_ramosissima","Coleogyne_ramosissima","Rosaceae","Rosales",0.000490874,288,"F",NA,NA,NA,NA,15.3782933042213,48.1027383551674,1.19285807860262,22.3970614992722,NA,NA,NA,NA,NA,"Coleogyne",NA
"Oemleria_cerasiformis","Oemleria_cerasiformis","Rosaceae","Rosales",0.001017876,130,"F",NA,NA,NA,NA,12.0901430348259,71.4201751658375,0.402742537313433,82.7314417495854,"F","CornwellAckerly2009",5,44,161,"Oemleria","F"
"Prinsepia_sinensis","Prinsepia_sinensis","Rosaceae","Rosales",0.000490874,313,"F",NA,NA,NA,NA,5.125,65.4208333333333,0.495,82.1291666666667,NA,NA,-11.3,39,91,"Prinsepia",NA
"Prunus_buergeriana","Prunus_buergeriana","Rosaceae","Rosales",0.001555481,133,"F",NA,NA,NA,NA,13.6640825914936,72.9101137487636,0.776562314540059,131.482974777448,NA,NA,5.2,183,361,"Prunus",NA
"Prunus_lusitanica","Prunus_lusitanica","Rosaceae","Rosales",0.001134115,107,"F",NA,NA,NA,NA,12.1485157367668,70.8719957081545,0.490304721030043,79.4695457796853,NA,NA,3.9,150,86,"Prunus",NA
"Prunus_laurocerasus","Prunus_laurocerasus","Rosaceae","Rosales",0.001320254,120,"F",NA,NA,NA,NA,10.3994774247492,79.5175585284281,0.216132107023411,94.4495331661093,"F","Wikipedia.list.of.trees.and.shrubs",3.7,156,88,"Prunus","F"
"Prunus_serotina","Prunus_serotina","Rosaceae","Rosales",0.002290221,92,"F",NA,NA,NA,NA,11.9695987654321,66.8600887345679,0.740471296296296,78.3634606481482,"F","leda",2.4,152,16,"Prunus","F"
"Prunus_virginiana","Prunus_virginiana","Rosaceae","Rosales",0.001885741,112,"F",NA,NA,NA,NA,9.2095695429472,63.3647130286315,1.03328526398739,60.1787890727607,"F","Wikipedia.list.of.trees.and.shrubs",-2.2,62,526,"Prunus","F"
"Prunus_cornuta","Prunus_cornuta","Rosaceae","Rosales",0.002642079,70,"F",NA,NA,NA,NA,9.03666666666666,60.120625,2.659775,69.8666666666666,"F","Wikipedia.list.of.trees.and.shrubs",-2.8,81,3113,"Prunus","F"
"Prunus_zippeliana","Prunus_zippeliana","Rosaceae","Rosales",0.003848451,44,"F",NA,NA,NA,NA,17.5093118686869,73.8888257575758,0.671613636363636,146.069570707071,NA,NA,13.1,223,495,"Prunus",NA
"Prunus_napaulensis","Prunus_napaulensis","Rosaceae","Rosales",0.005410608,37,"F",NA,NA,NA,NA,13.9188636363636,68.4974242424242,2.03849090909091,93.8901515151516,NA,NA,2.6,44.5,3162,"Prunus",NA
"Prunus_africana","Prunus_africana","Rosaceae","Rosales",0.010935884,21,"F",NA,NA,NA,NA,18.5798552754435,68.4199112978525,1.42654481792717,108.461823062558,"F","Githae2007",15.6,46,1761,"Prunus","F"
"Prunus_phaeosticta","Prunus_phaeosticta","Rosaceae","Rosales",0.001661903,114,"F",NA,NA,NA,NA,18.9426395939086,78.494331641286,0.767850253807107,156.019134235759,NA,NA,13.5,180,820,"Prunus",NA
"Prunus_javanica","Prunus_javanica","Rosaceae","Rosales",0.012271846,17,"F",NA,NA,NA,NA,24.6336805555556,81.3484375,0.544354166666667,230.586979166667,NA,NA,23.1,69,584,"Prunus",NA
"Prunus_grisea","Prunus_grisea","Rosaceae","Rosales",0.012271846,12,"F",NA,NA,NA,NA,22.3696264367816,79.9362068965517,1.06041724137931,221.656896551724,NA,NA,21,353,474,"Prunus",NA
"Prunus_mahaleb","Prunus_mahaleb","Rosaceae","Rosales",0.001590431,150,"F",NA,NA,NA,NA,11.8065060908084,67.0696913067553,0.74328696013289,58.2258893964563,"F","leda",2.9,144,179,"Prunus","F"
"Prunus_undulata","Prunus_undulata","Rosaceae","Rosales",0.003216991,32,"F",NA,NA,NA,NA,16.2092338709677,70.7888844086021,1.65775322580645,106.827244623656,NA,NA,1.95,43,3206,"Prunus",NA
"Prunus_spinulosa","Prunus_spinulosa","Rosaceae","Rosales",0.001734945,138,"F",NA,NA,NA,NA,16.5773163377193,76.6,0.513014802631579,152.446696820175,NA,NA,5.7,259,197,"Prunus",NA
"Prunus_avium","Prunus_avium","Rosaceae","Rosales",0.001989937,190,"F",NA,NA,NA,NA,9.21930097349919,74.3855124391563,0.408349378042185,75.2267689742203,"F","leda",3.1,153,103,"Prunus","F"
"Prunus_cerasus","Prunus_cerasus","Rosaceae","Rosales",0.003180768,54.28627819,"F",NA,NA,NA,NA,7.31819957386364,78.1302497632576,0.227440340909091,73.0503847064394,"F","Wikipedia.list.of.trees.and.shrubs",3.1,147,114,"Prunus","F"
"Prunus_maackii","Prunus_maackii","Rosaceae","Rosales",0.001359132,120,"F",NA,NA,NA,NA,4.66666666666666,67.9904166666666,0.55975,60.2379166666667,"F","Wikipedia.list.of.trees.and.shrubs",-6.9,61,375,"Prunus","F"
"Prunus_pseudocerasus","Prunus_pseudocerasus","Rosaceae","Rosales",0.001590431,113,"F",NA,NA,NA,NA,13.5359848484849,73.1630681818182,0.810840909090909,100.023106060606,NA,NA,6.7,67,695,"Prunus",NA
"Prunus_serrulata","Prunus_serrulata","Rosaceae","Rosales",0.00137641,155.5,"F",NA,NA,NA,NA,8.99608180428135,62.6036697247706,2.42242431192661,76.3389717125382,"F","Wikipedia.list.of.trees.and.shrubs",NA,NA,NA,"Prunus","F"
"Prunus_conradinae","Prunus_conradinae","Rosaceae","Rosales",0.003318307,56,"F",NA,NA,NA,NA,11.284831871345,65.1570906432748,2.15014912280702,85.6389619883041,NA,NA,8.35,67,1994,"Prunus",NA
"Prunus_campanulata","Prunus_campanulata","Rosaceae","Rosales",0.002290221,90,"F",NA,NA,NA,NA,17.7413888888889,76.7081060606061,0.6077,151.584646464647,NA,NA,11.5,233.5,1148,"Prunus",NA
"Prunus_davidiana","Prunus_davidiana","Rosaceae","Rosales",0.000706858,144,"F",NA,NA,NA,NA,9.54670138888888,67.659375,1.70847916666667,85.7668402777778,"F","TRY",1.7,93,40,"Prunus","F"
"Prunus_persica","Prunus_persica","Rosaceae","Rosales",0.001017876,174,"F",NA,NA,NA,NA,14.8199340202458,67.6734815618221,0.599697396963124,77.8412237888648,"F","Wikipedia.list.of.trees.and.shrubs",3.8,167.5,197,"Prunus","F"
"Prunus_kansuensis","Prunus_kansuensis","Rosaceae","Rosales",0.00107521,52,"F",NA,NA,NA,NA,11.5583333333333,69.1833333333333,1.679,57.7416666666667,NA,NA,NA,NA,NA,"Prunus",NA
"Prunus_prostrata","Prunus_prostrata","Rosaceae","Rosales",0.000615752,200,"F",NA,NA,NA,NA,12.5615149094782,64.9911741214057,0.947228434504792,53.4075745473908,NA,NA,5.9,64.5,1024,"Prunus",NA
"Prunus_triloba","Prunus_triloba","Rosaceae","Rosales",0.000754768,465,"F",NA,NA,NA,NA,8.53854166666666,75.5708333333333,0.15434375,64.5138020833333,NA,NA,-1.8,100,51.5,"Prunus",NA
"Prunus_domestica","Prunus_domestica","Rosaceae","Rosales",0.003848451,200,"F",NA,NA,NA,NA,9.05712241303391,75.2652080581242,0.323545904887715,71.0314426464113,"F","leda",3.5,147,92,"Prunus","F"
"Prunus_spinosa","Prunus_spinosa","Rosaceae","Rosales",0.001075995,135.5,"F",NA,NA,NA,NA,9.93452414373947,74.8324747332959,0.443999578888265,70.9695969024893,"F","leda",3.4,154,103,"Prunus","F"
"Prunus_cerasifera","Prunus_cerasifera","Rosaceae","Rosales",0.000855299,288,"F",NA,NA,NA,NA,11.4751209322779,68.2353562005277,0.348865435356201,67.4340479331574,"F","Wikipedia.list.of.trees.and.shrubs",3.5,130,56,"Prunus","F"
